account_uid,customer_name,email,phone,account_type,created_at,risk_level,fraud_score,is_fraud
ACC00658,George Saini,chowdhuryvamakshi@example.com,8729047742585,Current,2023-09-10,Low,0.0,0
ACC00659,Vanya Tailor,jeremiahkanda@example.net,2311649133424,Savings,2023-08-19,Low,0.0,0
ACC00660,Turvi Venkatesh,karan56@example.com,9060320203265,Savings,2022-12-30,Low,0.0,0
ACC00661,Vasana Sule,raghav96@example.com,7948714855245,Current,2022-05-08,Low,0.0,0
ACC00662,Tanmayi Char,zilmil41@example.com,0821371184254,Wallet,2023-12-15,Low,0.0,0
ACC00663,Rajata Butala,mitalivaidya@example.org,3035892988085,Current,2023-04-04,Low,0.0,0
ACC00664,Ojas Prasad,harishgandhi@example.net,2896340646867,Savings,2023-08-24,Low,0.0,0
ACC00665,Ekanta Deshpande,aadi14@example.net,3991062272362,Business,2022-07-11,Low,0.0,1
ACC00666,Mahika Hari,inayabobal@example.org,2619237245018,Savings,2021-11-28,Low,0.0,0
ACC00667,Harshil Sinha,rakshamisra@example.org,2154064176927,Savings,2022-08-31,Low,0.0,1
ACC00668,Umang Virk,chakrabartijanani@example.org,6601444856451,Business,2021-10-26,Low,0.0,0
ACC00669,Harrison Sunder,wardakant@example.net,4178996986091,Wallet,2022-07-24,Low,0.0,0
ACC00670,Girish Dalal,jalsasama@example.com,5779806603920,Savings,2022-09-25,Low,0.0,1
ACC00671,Hardik Master,ubalakrishnan@example.com,5553470574238,Current,2022-04-11,Low,0.0,0
ACC00672,Nandini Pall,xalakchakraborty@example.com,9835411659726,Savings,2021-12-17,Low,0.0,1
ACC00673,Alka Sunder,geetika75@example.org,5013948848826,Wallet,2024-01-14,Low,0.0,1
ACC00674,Rushil Chander,raveladya@example.org,8562614991537,Savings,2023-10-30,Low,0.0,0
ACC00675,Yatan Dubey,atharv73@example.net,3373204309776,Business,2024-06-19,Low,0.0,1
ACC00676,Nitara Grewal,vram@example.com,4655358512538,Business,2022-10-21,Low,0.0,0
ACC00677,Gopal Tripathi,uwason@example.org,5837490797796,Savings,2022-08-16,Low,0.0,1
ACC00678,Onveer Bains,wbhandari@example.com,1514940976263,Business,2023-10-17,Low,0.0,0
ACC00679,Dayita Yohannan,ganga39@example.net,2895090591191,Savings,2024-06-08,Low,0.0,1
ACC00680,Neel Hayer,praneelgolla@example.org,1511696667252,Current,2023-10-25,Low,0.0,0
ACC00681,Deepa Pant,qushikrishnan@example.com,2463351571840,Current,2023-03-25,Low,0.0,0
ACC00682,Daniel Prakash,gangulyaarav@example.net,0564099512397,Wallet,2022-12-06,Low,0.0,1
ACC00683,Tejas Pai,dubeykavya@example.net,7282709081441,Wallet,2022-09-23,Low,0.0,0
ACC00684,Pranit Vasa,harishtank@example.org,9578671815352,Business,2023-09-21,Low,0.0,1
ACC00685,Vritti Guha,wbarman@example.org,9181589988683,Savings,2021-08-10,Low,0.0,1
ACC00686,Ekani Deshmukh,shora@example.net,6661707158796,Current,2022-10-17,Low,0.0,1
ACC00687,Widisha Mani,wablebenjamin@example.org,4998250800463,Business,2023-05-12,Low,0.0,0
ACC00688,Charles Saraf,yashodaprabhakar@example.net,3172351373990,Business,2023-01-18,Low,0.0,0
ACC00689,Lakshmi Jha,mannanaayush@example.org,2635602293946,Business,2022-11-18,Low,0.0,0
ACC00690,Samarth Mahajan,aanne@example.com,4374906072311,Business,2021-12-14,Low,0.0,0
ACC00691,Nathan Suresh,goswamifalak@example.org,6484494116318,Savings,2023-02-14,Low,0.0,0
ACC00692,Sai Datta,singhvarenya@example.org,3062113695727,Business,2023-02-14,Low,0.0,0
ACC00693,Yahvi Gulati,eeshabassi@example.net,2542573066248,Wallet,2022-12-13,Low,0.0,0
ACC00694,Umang Gour,gautamisarna@example.org,1398482285011,Current,2022-01-27,Low,0.0,1
ACC00695,Zarna Warrior,garaekanta@example.com,2130609069130,Business,2023-10-24,Low,0.0,1
ACC00696,Anmol Soni,rmandal@example.net,7379457727853,Savings,2021-09-01,Low,0.0,0
ACC00697,Bhavini Ghosh,kkurian@example.com,6420768362536,Savings,2023-09-27,Low,0.0,1
ACC00698,Omisha Sharma,ysawhney@example.com,5562833339395,Business,2023-09-24,Low,0.0,0
ACC00699,Nilima Prasad,tanay62@example.com,8749603358268,Wallet,2021-09-21,Low,0.0,0
ACC00700,Pranit Savant,jhaverilibni@example.net,4926932657327,Current,2022-06-10,Low,0.0,0
ACC00701,Balendra Chatterjee,chadaansh@example.org,5155323415959,Savings,2022-05-10,Low,0.0,0
ACC00702,Vaishnavi Nigam,bimalamitter@example.org,2261896288743,Wallet,2022-02-13,Low,0.0,0
ACC00703,Manan Saxena,baralkrishna@example.com,6720957992707,Savings,2022-11-06,Low,0.0,1
ACC00704,Harinakshi Chada,ekapad22@example.net,6213541597099,Wallet,2021-07-20,Low,0.0,0
ACC00705,Omkaar Patla,rehaan84@example.net,7520344765047,Business,2021-07-26,Low,0.0,0
ACC00706,Gaurangi Balay,advaithbahl@example.com,3766046558665,Savings,2023-03-12,Low,0.0,1
ACC00707,Hiral Lal,vrindamanda@example.com,7158102131251,Wallet,2023-01-05,Low,0.0,0
ACC00708,Warjas Chahal,andraagastya@example.net,9129751910231,Savings,2022-05-19,Low,0.0,0
ACC00709,Gavin Chand,santviraj@example.org,1658373792749,Current,2023-07-26,Low,0.0,1
ACC00710,Saanvi Goyal,buchpatrick@example.org,2893113253269,Business,2023-05-16,Low,0.0,0
ACC00711,Nitara Toor,tejas64@example.com,8044210175096,Savings,2023-01-07,Low,0.0,0
ACC00712,Sanaya Arora,nagarjanaki@example.net,9457575747583,Wallet,2023-09-05,Low,0.0,0
ACC00713,Onkar Basak,nimrat77@example.com,7772266025626,Wallet,2022-05-23,Low,0.0,1
ACC00714,Akshay Saraf,matthewgour@example.org,0672453076248,Current,2021-09-26,Low,0.0,0
ACC00715,Vedant Gupta,btata@example.com,7051157942387,Business,2021-08-18,Low,0.0,1
ACC00716,Omaja Swaminathan,morarnathan@example.com,9691928455259,Savings,2022-04-17,Low,0.0,0
ACC00717,Dev Badami,apingle@example.org,5357485953259,Wallet,2023-12-02,Low,0.0,0
ACC00718,Warjas Krish,bsinghal@example.com,6295187794176,Current,2023-03-27,Low,0.0,0
ACC00719,Anya Dhar,daniel73@example.org,5597824575983,Wallet,2023-01-18,Low,0.0,0
ACC00720,Jai Merchant,hayeryamini@example.com,6604432400615,Wallet,2023-12-25,Low,0.0,1
ACC00721,Manbir Sekhon,mdugar@example.com,1474397429250,Current,2021-07-24,Low,0.0,0
ACC00722,Charles Narain,jpillay@example.com,8065625904599,Current,2022-05-31,Low,0.0,0
ACC00723,Yasti Bhalla,watikabhatt@example.org,2182315551651,Business,2023-10-21,Low,0.0,0
ACC00724,Nandini Bhatia,srandhawa@example.org,3721433080037,Current,2021-12-03,Low,0.0,0
ACC00725,Brijesh Kanda,michaeldevan@example.net,5660847068103,Savings,2023-09-29,Low,0.0,1
ACC00726,Sathvik Karpe,wamble@example.net,9582632809448,Current,2022-12-11,Low,0.0,0
ACC00727,Yasti Rama,sakshamkunda@example.com,5461470798632,Business,2022-09-23,Low,0.0,0
ACC00728,Benjamin Ram,jharyan@example.net,3945703943804,Wallet,2023-07-23,Low,0.0,0
ACC00729,Tarak Golla,samuel76@example.net,7692778943191,Wallet,2023-02-15,Low,0.0,1
ACC00730,Azaan Bedi,mahalaadi@example.com,6921053365146,Wallet,2021-10-27,Low,0.0,0
ACC00731,Chameli Banerjee,mittallucky@example.com,3107201137984,Savings,2023-11-08,Low,0.0,1
ACC00732,Arin Srinivasan,duatanveer@example.org,6007676209014,Current,2023-07-23,Low,0.0,0
ACC00733,Varenya Jain,arjun43@example.org,0096873045195,Savings,2022-02-09,Low,0.0,1
ACC00734,Urmi Gade,kamya88@example.org,5629657542786,Savings,2023-03-28,Low,0.0,0
ACC00735,Rachana Chadha,laksh55@example.net,7820582958292,Business,2022-02-22,Low,0.0,0
ACC00736,Meghana Bumb,gchoudhury@example.net,8190482357155,Business,2022-08-21,Low,0.0,0
ACC00737,Maya Kanda,nikita13@example.net,2308172143643,Business,2022-11-02,Low,0.0,0
ACC00738,Rayaan Bajwa,balasubramanianchakrika@example.org,2114716560945,Wallet,2023-05-25,Low,0.0,0
ACC00739,Kavya Joshi,priya99@example.com,7075504768169,Savings,2023-01-12,Low,0.0,0
ACC00740,Vritti Bala,fbarad@example.org,4811317653970,Business,2023-09-09,Low,0.0,0
ACC00741,Dayita Seth,nirjachandran@example.org,9087182749680,Wallet,2022-02-05,Low,0.0,1
ACC00742,Jacob Varughese,cghosh@example.com,0495612137730,Business,2022-07-10,Low,0.0,1
ACC00743,Patrick Puri,mittalqadim@example.org,9737112229907,Wallet,2023-11-15,Low,0.0,0
ACC00744,Jeevika Sani,vohrajyoti@example.net,6704686111457,Current,2022-11-22,Low,0.0,1
ACC00745,Yashica Kohli,jaibajwa@example.org,9237858471296,Savings,2023-12-24,Low,0.0,1
ACC00746,Balveer Kata,mananmital@example.org,0508018498042,Current,2023-02-26,Low,0.0,1
ACC00747,Yagnesh Srinivasan,ranbirsoman@example.com,3126881228217,Current,2021-11-06,Low,0.0,0
ACC00748,Nitesh Koshy,opathak@example.com,0605603567932,Current,2021-11-09,Low,0.0,0
ACC00749,Yashodhara Ray,wyattverma@example.com,1690618120546,Wallet,2023-03-10,Low,0.0,0
ACC00750,Ucchal Om,eta47@example.net,6989992751758,Wallet,2023-08-31,Low,0.0,0
ACC00751,Zayan Loyal,bhavya98@example.org,5393543586449,Savings,2022-08-09,Low,0.0,1
ACC00752,Raghav Dewan,ranveer58@example.net,3798214339527,Business,2023-07-05,Low,0.0,1
ACC00753,Yatan Ramanathan,kmadan@example.com,2491416860134,Current,2022-12-07,Low,0.0,1
ACC00754,Suhani Malhotra,rissac@example.org,7917665122150,Current,2022-08-06,Low,0.0,1
ACC00755,Ekaraj Mall,wasonamrita@example.org,6309001594463,Wallet,2023-10-19,Low,0.0,0
ACC00756,Thomas Loke,warjas20@example.net,3263890219947,Business,2021-08-01,Low,0.0,1
ACC00757,Girish Koshy,pkant@example.com,2341034699673,Savings,2024-08-03,Low,0.0,1
ACC00758,Harish Bumb,csawhney@example.org,9608437685507,Savings,2022-09-17,Low,0.0,1
ACC00759,Riya Jha,maanas19@example.net,2633556434369,Savings,2021-08-01,Low,0.0,0
ACC00760,Arjun Kohli,sethianthony@example.com,5607676164534,Wallet,2022-05-21,Low,0.0,0
ACC00761,Abha Srinivas,omkanda@example.net,0650312198041,Business,2022-05-23,Low,0.0,0
ACC00762,Sneha Dixit,lucky64@example.org,6428131909248,Business,2022-01-04,Low,0.0,1
ACC00763,Pallavi Ganesh,anayhayre@example.net,1142817852282,Business,2023-03-10,Low,0.0,0
ACC00764,Abhiram Nanda,anitavarghese@example.org,6220722395947,Savings,2022-11-12,Low,0.0,1
ACC00765,Suhani Gill,kotharineel@example.net,1620478768868,Savings,2023-02-02,Low,0.0,1
ACC00766,Zinal Pandya,hkrishnamurthy@example.com,8720319541966,Current,2021-10-02,Low,0.0,0
ACC00767,Chandani Prakash,murtyvidhi@example.org,3627924632037,Business,2021-09-01,Low,0.0,0
ACC00768,Vidhi Rastogi,xshroff@example.org,2603214505766,Wallet,2023-10-02,Low,0.0,0
ACC00769,Chaitaly Pant,ebaria@example.org,5348201284008,Business,2021-08-19,Low,0.0,0
ACC00770,Kamya Bajwa,vraval@example.net,5954508917768,Savings,2023-04-26,Low,0.0,0
ACC00771,Yashawini Bhavsar,krishnanarayanan@example.net,4223196463004,Business,2022-05-07,Low,0.0,1
ACC00772,Kiaan Hayer,ahari@example.org,8943012047137,Business,2022-07-13,Low,0.0,0
ACC00773,Wakeeta Comar,sharafhema@example.net,7498855829849,Savings,2022-11-21,Low,0.0,1
ACC00774,Upkaar Bains,rsubramanian@example.com,7609441283337,Wallet,2021-11-28,Low,0.0,0
ACC00775,Guneet Tiwari,nitara66@example.net,4132971506662,Wallet,2023-05-19,Low,0.0,1
ACC00776,Urvashi Balasubramanian,kamala14@example.org,7693663439252,Wallet,2021-10-25,Low,0.0,0
ACC00777,Krisha Butala,butalafitan@example.net,2867120072024,Current,2023-10-14,Low,0.0,0
ACC00778,Ishanvi Chahal,gandhidayita@example.com,0910903267149,Savings,2022-07-06,Low,0.0,0
ACC00779,Ekbal Mane,dhruvshere@example.net,2817934065277,Current,2021-10-28,Low,0.0,0
ACC00780,Yashodhara Mohan,nandini63@example.com,3372201091217,Wallet,2023-01-06,Low,0.0,0
ACC00781,Manthan Borah,gaurangi59@example.org,6618943705263,Current,2023-05-04,Low,0.0,0
ACC00782,Dominic Bawa,krishnanlopa@example.org,7657256592024,Savings,2023-08-04,Low,0.0,1
ACC00783,Girik Sur,manbir02@example.org,4326005595501,Wallet,2023-06-12,Low,0.0,1
ACC00784,Yachana Jaggi,manbirnatarajan@example.net,8689993607984,Current,2022-04-24,Low,0.0,1
ACC00785,Chaitanya Mane,andrew69@example.net,7679935937440,Current,2021-11-13,Low,0.0,0
ACC00786,Aachal Rana,aayush83@example.org,7360601488608,Savings,2023-07-03,Low,0.0,1
ACC00787,Charan Taneja,bhavnadalia@example.org,8528306153701,Business,2022-09-12,Low,0.0,1
ACC00788,Aarna Gara,aarini62@example.com,2514488112103,Business,2022-02-02,Low,0.0,0
ACC00789,Anamika Gola,sethgeetika@example.org,8179415152638,Wallet,2021-07-30,Low,0.0,1
ACC00790,Andrew Chadha,gabamadhav@example.com,8837505661863,Wallet,2023-07-30,Low,0.0,0
ACC00791,Ranveer Sule,karanwarda@example.net,6553007309505,Business,2023-10-23,Low,0.0,0
ACC00792,Ojasvi Amble,ubika12@example.org,9277885190534,Business,2022-10-05,Low,0.0,0
ACC00793,Chaaya Barad,bhaktacharita@example.net,4624561851744,Wallet,2021-10-07,Low,0.0,0
ACC00794,Arin Bal,falak21@example.org,5114551293913,Wallet,2022-05-05,Low,0.0,0
ACC00795,Aradhana Mukhopadhyay,mishrachameli@example.org,0461540211901,Savings,2023-01-05,Low,0.0,0
ACC00796,Brijesh Singh,nidra81@example.com,9831522910732,Savings,2023-02-17,Low,0.0,0
ACC00797,Yashodhara Khare,rahluwalia@example.net,9378306396384,Business,2022-09-25,Low,0.0,0
ACC00798,Laban Ravel,rmani@example.org,6497016934292,Savings,2023-11-03,Low,0.0,1
ACC00799,Yuvraj Deo,kashyapzaid@example.net,1623419031061,Wallet,2021-09-01,Low,0.0,0
ACC00800,Samuel Sekhon,manandasgupta@example.com,6684732365337,Wallet,2023-10-14,Low,0.0,0
ACC00801,Anusha Sarkar,krishnanaarush@example.com,2007843614244,Savings,2022-04-11,Low,0.0,0
ACC00802,Pooja Atwal,ewagle@example.net,5437347642737,Business,2022-09-14,Low,0.0,0
ACC00803,Anay Keer,orajagopalan@example.net,1458414846019,Savings,2022-09-27,Low,0.0,1
ACC00804,Wyatt Mandal,yash89@example.net,7802058695073,Current,2023-02-05,Low,0.0,0
ACC00805,Ikbal Mohan,skrishnamurthy@example.com,6999516793350,Business,2022-08-05,Low,0.0,0
ACC00806,Ishanvi Sinha,gauritailor@example.org,8011923603768,Current,2023-10-29,Low,0.0,0
ACC00807,Harshil Sastry,timothykala@example.org,1040961497315,Business,2023-09-17,Low,0.0,0
ACC00808,Jagat Chander,wridesh07@example.net,8207365118939,Wallet,2021-12-30,Low,0.0,0
ACC00809,Aadi Sane,ishanvi78@example.net,0190432230233,Savings,2022-08-02,Low,0.0,1
ACC00810,Kevin Merchant,qbhat@example.com,9201354621276,Current,2023-11-21,Low,0.0,0
ACC00811,Onveer Prasad,waliaparth@example.net,1123126163248,Current,2022-01-06,Low,0.0,0
ACC00812,Sneha Dugar,saumyasandal@example.org,4549303646871,Business,2022-10-08,Low,0.0,1
ACC00813,Jonathan Bhagat,isaiahsrinivas@example.com,0828323089813,Current,2022-12-24,Low,0.0,0
ACC00814,Harinakshi Vohra,ladadvika@example.com,2067323182971,Wallet,2023-03-17,Low,0.0,0
ACC00815,Faris Nagy,rgala@example.com,0000001529113,Business,2022-11-08,Low,0.0,1
ACC00816,Guneet Sarna,dakshesh90@example.net,5561844421829,Wallet,2022-02-04,Low,0.0,0
ACC00817,Bhavna Swaminathan,doraparth@example.com,5670867009004,Savings,2021-10-14,Low,0.0,1
ACC00818,Krishna Pai,gaurang58@example.com,6691362483550,Wallet,2023-10-25,Low,0.0,0
ACC00819,Dayita Garde,jbarman@example.net,7063369987950,Wallet,2023-09-26,Low,0.0,1
ACC00820,Jeremiah Bhattacharyya,loyalchampak@example.org,4818804428773,Business,2023-03-16,Low,0.0,0
ACC00821,Kritika Guha,rattaamrita@example.org,1269428946420,Wallet,2021-12-20,Low,0.0,0
ACC00822,Oni De,raagini31@example.com,1706462554026,Current,2023-01-24,Low,0.0,1
ACC00823,Jyoti Oak,chaayahanda@example.net,1764644898803,Savings,2022-05-14,Low,0.0,1
ACC00824,Jyoti Khurana,anyanarula@example.net,7905040433335,Current,2023-01-07,Low,0.0,0
ACC00825,Aarini Murty,ranatristan@example.org,1197871809339,Wallet,2024-05-23,Low,0.0,1
ACC00826,Rudra Tailor,krishravel@example.net,3060119875617,Business,2023-08-21,Low,0.0,1
ACC00827,Abhiram Anne,sathvikbala@example.org,5618298036577,Savings,2023-02-17,Low,0.0,0
ACC00828,Bhanumati Dar,naggarwal@example.net,6595201491189,Business,2022-03-13,Low,0.0,0
ACC00829,Ikbal Zacharia,upkaar36@example.net,5092632239982,Wallet,2021-09-20,Low,0.0,0
ACC00830,Wriddhish Seth,gautami56@example.org,4042886050537,Current,2022-02-13,Low,0.0,1
ACC00831,Priya Saran,venkataramangopal@example.org,6003083566910,Savings,2022-03-10,Low,0.0,0
ACC00832,Mitesh Shah,nagisimon@example.org,3455068826917,Business,2022-07-29,Low,0.0,1
ACC00833,Panini Dhar,aishanimannan@example.net,1348087354378,Wallet,2023-12-13,Low,0.0,0
ACC00834,Nikita Batra,vivaanprasad@example.net,0157090859914,Wallet,2023-02-18,Low,0.0,1
ACC00835,Qabil Babu,lkumer@example.org,9996996489971,Current,2023-05-26,Low,0.0,0
ACC00836,Maanav Wason,leena93@example.org,9140849932312,Wallet,2021-11-07,Low,0.0,0
ACC00837,Chaitaly Dhaliwal,kraval@example.net,6908726176072,Business,2023-06-18,Low,0.0,1
ACC00838,Dayamai Kari,eshanapathak@example.net,8280405612996,Current,2023-08-13,Low,0.0,0
ACC00839,Ayushman Din,iparmer@example.net,6418696561308,Current,2023-10-13,Low,0.0,0
ACC00840,Pooja Chaudhari,ranveerwadhwa@example.com,1434682394840,Wallet,2021-08-19,Low,0.0,0
ACC00841,Nitesh Sridhar,aaravahuja@example.net,9661016831139,Savings,2022-07-30,Low,0.0,1
ACC00842,Atharv Bava,prashaddaksh@example.net,1491507628397,Savings,2022-02-22,Low,0.0,0
ACC00843,Maanas Bedi,thomas44@example.org,7794620726629,Wallet,2021-07-17,Low,0.0,1
ACC00844,Hemangini Bahl,swamyurvi@example.com,2991406884133,Current,2022-04-29,Low,0.0,1
ACC00845,Sudiksha Kata,deodipta@example.com,3561781703211,Business,2023-07-27,Low,0.0,0
ACC00846,Aadi Raghavan,kandapahal@example.org,2778956133718,Current,2023-06-29,Low,0.0,0
ACC00847,Damyanti Lalla,gangulyekantika@example.org,6480164403734,Current,2021-12-23,Low,0.0,0
ACC00848,Mitali Singhal,dharubika@example.net,8221021798213,Business,2023-11-17,Low,0.0,1
ACC00849,Zilmil Saini,hariniswamy@example.net,3638318285605,Business,2022-12-23,Low,0.0,1
ACC00850,Shivani Bajaj,zsangha@example.net,7706736820506,Current,2022-10-03,Low,0.0,1
ACC00851,Frado Garg,udarshpalla@example.com,1650587146921,Wallet,2021-11-21,Low,0.0,0
ACC00852,Elijah Dewan,mitali79@example.org,3699848022050,Business,2023-05-06,Low,0.0,0
ACC00853,Rachita Krishna,kalpit49@example.com,1457887071523,Current,2023-02-18,Low,0.0,0
ACC00854,Sara Ramakrishnan,ihayre@example.net,0974619177987,Business,2021-08-28,Low,0.0,0
ACC00855,Mason Sarin,idube@example.com,7085806235040,Current,2022-12-20,Low,0.0,0
ACC00856,Madhavi Raj,tanmayi90@example.org,2482554428679,Business,2022-09-15,Low,0.0,0
ACC00857,Rohan Dey,chaitaly23@example.net,8946338915624,Wallet,2021-10-26,Low,0.0,1
ACC00858,Falak Grover,vasudha25@example.com,9269335895138,Business,2022-08-04,Low,0.0,0
ACC00859,Mahika Pingle,atharv78@example.com,8509574430349,Business,2023-07-19,Low,0.0,1
ACC00860,Yauvani Borde,srivastavaveda@example.org,3859340153641,Current,2021-10-02,Low,0.0,0
ACC00861,Chaaya Setty,narainfalak@example.org,3259367813675,Current,2021-07-21,Low,0.0,0
ACC00862,Amol Lata,ikbalmander@example.org,5276981987809,Wallet,2023-11-08,Low,0.0,0
ACC00863,Vanya Ahuja,jalsa23@example.net,6225866059867,Business,2021-07-19,Low,0.0,0
ACC00864,Ati Misra,lakshittailor@example.net,8548596559428,Wallet,2022-06-12,Low,0.0,0
ACC00865,Daksha Dani,sanghagaurangi@example.org,0002453931321,Savings,2022-01-02,Low,0.0,0
ACC00866,Edhitha Biswas,abdulnaik@example.com,0836821444889,Savings,2023-03-15,Low,0.0,0
ACC00867,Libni Swaminathan,xalakkapadia@example.com,7462025825431,Savings,2021-11-10,Low,0.0,0
ACC00868,Oscar Cherian,ranveerbhatnagar@example.org,9204910601836,Current,2023-03-27,Low,0.0,0
ACC00869,Vrishti Dutta,ubikapai@example.org,7681722577545,Business,2022-07-24,Low,0.0,1
ACC00870,Veda Deshmukh,kdubey@example.org,2918768316082,Current,2021-09-02,Low,0.0,0
ACC00871,Jai Singh,devshankar@example.net,3739920522299,Business,2023-09-29,Low,0.0,0
ACC00872,Nisha Garg,saneeta@example.net,4388232553983,Current,2021-09-16,Low,0.0,1
ACC00873,Darika Loke,fdas@example.net,7326430954497,Business,2023-01-08,Low,0.0,1
ACC00874,Pranit Sekhon,lagate@example.net,7120539787137,Savings,2022-11-02,Low,0.0,0
ACC00875,Lakshit Venkataraman,kalpitdixit@example.org,2560832004879,Savings,2022-11-21,Low,0.0,1
ACC00876,Zilmil Thakur,rpalla@example.org,8523860030443,Wallet,2023-05-04,Low,0.0,1
ACC00877,Finn Nagi,sharmaekalinga@example.com,3910292950143,Business,2023-10-09,Low,0.0,1
ACC00878,Aradhana Vaidya,daksheshhegde@example.org,7139719126022,Wallet,2023-05-16,Low,0.0,1
ACC00879,Sarthak Dugar,sharmanimrat@example.com,0191116612201,Savings,2023-02-08,Low,0.0,0
ACC00880,Sanya Deshpande,raksha33@example.net,0493665380274,Savings,2021-08-24,Low,0.0,0
ACC00881,Mason Manda,harishchana@example.com,8682509522946,Wallet,2021-10-12,Low,0.0,0
ACC00882,Anay Hari,inaya61@example.net,3995297013712,Current,2023-08-13,Low,0.0,0
ACC00883,Rayaan Samra,eta85@example.com,2304120270615,Savings,2023-03-13,Low,0.0,1
ACC00884,Varenya Kashyap,dmall@example.org,7166906322481,Business,2022-01-18,Low,0.0,0
ACC00885,Ekaja Lal,abhimanyukapadia@example.net,0301095679756,Current,2021-11-14,Low,0.0,0
ACC00886,Dhruv Prabhakar,xpall@example.com,2347124760108,Business,2022-09-28,Low,0.0,0
ACC00887,Jagat Varkey,baradsarthak@example.org,8317641726808,Savings,2023-10-11,Low,0.0,0
ACC00888,Zansi Chatterjee,sara12@example.net,1507138067130,Savings,2023-04-13,Low,0.0,1
ACC00889,Veer Natarajan,battabhavna@example.com,7436213009625,Current,2021-08-28,Low,0.0,0
ACC00890,Sanya Sandhu,fkulkarni@example.org,1805339627466,Current,2022-06-18,Low,0.0,0
ACC00891,Manthan Brar,devansh83@example.org,0004666145901,Business,2023-09-09,Low,0.0,1
ACC00892,Chandresh Sekhon,hsibal@example.com,0493881949053,Wallet,2023-05-02,Low,0.0,0
ACC00893,Edhitha Gera,kumeryachana@example.org,9769873137971,Wallet,2023-08-29,Low,0.0,0
ACC00894,Lavanya Master,roylavanya@example.org,3740779433256,Savings,2023-05-01,Low,0.0,0
ACC00895,Shivansh Varma,ishaan97@example.org,4262037087821,Business,2022-03-17,Low,0.0,1
ACC00896,Nirja Bhakta,ayaanlad@example.org,3599898972117,Business,2023-10-28,Low,0.0,1
ACC00897,Yahvi Mann,bobalmohini@example.com,8221758839785,Savings,2021-08-27,Low,0.0,0
ACC00898,Advay Zacharia,davidbal@example.com,6757123691496,Business,2022-04-29,Low,0.0,0
ACC00899,Frado Dugar,ymadan@example.org,8827697040953,Savings,2022-03-24,Low,0.0,1
ACC00900,Aarna Chakrabarti,wchowdhury@example.com,7832748835651,Current,2021-12-26,Low,0.0,0
ACC00901,Mitali Gopal,chakradev96@example.net,9668349604784,Current,2023-03-08,Low,0.0,0
ACC00902,Dhruv Sawhney,duahamsini@example.org,2259364882089,Business,2023-12-30,Low,0.0,1
ACC00903,Amaira Warrior,swalia@example.net,9062467287991,Wallet,2023-04-29,Low,0.0,1
ACC00904,Anthony Bhatnagar,mitalethan@example.org,9359236133760,Business,2023-06-23,Low,0.0,0
ACC00905,Rachit Kothari,kumarekani@example.net,6502544724191,Savings,2022-07-13,Low,0.0,0
ACC00906,Eesha Balay,bimalamahal@example.org,6177182498980,Wallet,2023-10-23,Low,0.0,0
ACC00907,Nandini Shenoy,gunbirmagar@example.org,4681359266486,Savings,2022-11-27,Low,0.0,0
ACC00908,Meghana Sarraf,yashawini69@example.com,5594501192920,Business,2023-11-17,Low,0.0,0
ACC00909,Jalsa Koshy,wbasu@example.org,7160398863653,Business,2022-12-14,Low,0.0,1
ACC00910,Jeremiah Chaudhry,falak59@example.org,7000994248942,Wallet,2021-11-26,Low,0.0,1
ACC00911,Chaaya Puri,ymahal@example.net,6760564204565,Savings,2022-12-31,Low,0.0,0
ACC00912,Saanvi Oak,seshadridarika@example.com,3890623546622,Savings,2023-01-12,Low,0.0,0
ACC00913,Gayathri Mann,chopramekhala@example.net,9953006221224,Current,2021-12-11,Low,0.0,1
ACC00914,Siya Sangha,tsom@example.com,5916011241158,Savings,2021-11-01,Low,0.0,1
ACC00915,Zansi Rama,ahujaalexander@example.org,9867782312995,Wallet,2023-08-17,Low,0.0,1
ACC00916,Agastya Mahajan,tdeshmukh@example.com,2612120384375,Savings,2023-01-05,Low,0.0,0
ACC00917,Qushi Pal,dwalia@example.com,2548242183854,Wallet,2021-09-19,Low,0.0,0
ACC00918,Amrita Batta,sanghviaachal@example.com,4752311232748,Current,2021-09-02,Low,0.0,0
ACC00919,Frado Seshadri,wrao@example.org,4272038862175,Business,2022-01-18,Low,0.0,0
ACC00920,Darsh Bhavsar,ckoshy@example.com,3069358824935,Business,2022-03-25,Low,0.0,0
ACC00921,Dalaja Arora,chawlayutika@example.org,7784816524445,Current,2021-09-22,Low,0.0,0
ACC00922,Adweta Sane,walishivansh@example.net,1799378105391,Current,2023-10-28,Low,0.0,0
ACC00923,Tanmayi Thakkar,libni99@example.net,9882904579271,Business,2023-11-24,Low,0.0,1
ACC00924,Shivani Devan,krisha30@example.org,4242383972833,Wallet,2023-06-08,Low,0.0,1
ACC00925,Matthew Chowdhury,zbalan@example.org,2880983221010,Savings,2021-10-12,Low,0.0,0
ACC00926,Victor Gill,babudev@example.net,7661008987610,Current,2023-11-19,Low,0.0,0
ACC00927,Chakrika Gulati,leela14@example.org,8453198074682,Wallet,2023-02-17,Low,0.0,0
ACC00928,Divya More,rmutti@example.org,0307620545967,Business,2021-09-18,Low,0.0,1
ACC00929,Garima Bahri,sarinrachita@example.net,6411065411340,Business,2023-04-16,Low,0.0,1
ACC00930,Ekiya Chaudhry,xluthra@example.net,0890583668348,Savings,2021-11-20,Low,0.0,0
